step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr,warmup_eta,responsibility_temperature,ambiguity_weight,null_threshold,attractor_entropy_weight,precision_update_threshold
25,1.6552413702011108,0.125,0.125,1.0,0.001,1.2459149360656738,0.022191286087036133,0.6666600704193115,360.50186404804623,0.0,-0.682437002658844,0.7348471283912659,0.5,nan,nan,nan,nan,nan
26,1.5673800706863403,0.25,0.25,1.0,0.001,0.8243052363395691,0.021070241928100586,0.6914310455322266,379.6823988684583,0.0,-0.659555196762085,0.5122893452644348,0.52,nan,nan,nan,nan,nan
27,1.6625912189483643,0.125,0.125,1.0,0.001,1.1832717657089233,0.021035194396972656,0.7327861785888672,380.3150020401687,0.0,-0.19641073048114777,0.5296317338943481,0.54,nan,nan,nan,nan,nan
28,1.6529208421707153,0.125,0.125,1.0,0.001,1.076050877571106,0.020776987075805664,0.7572550773620605,385.0413907854725,0.0,-0.43695777654647827,nan,0.56,nan,nan,nan,nan,nan
29,1.584162950515747,0.125,0.125,1.0,0.001,1.9056721925735474,0.023205995559692383,0.7838561534881592,344.7384956797797,0.0,-0.0007596873329021037,0.36113277077674866,0.58,nan,nan,nan,nan,nan
30,1.57027006149292,0.375,0.375,1.0,0.001,1.0932599306106567,0.026712656021118164,0.8149070739746094,299.4835105006203,0.0,0.41559740900993347,0.17443610727787018,0.6,nan,nan,nan,nan,nan
31,1.6102192401885986,0.375,0.375,1.0,0.001,1.918453574180603,0.02046513557434082,0.8393690586090088,390.9087223458415,0.0,-0.32741931080818176,0.1764814257621765,0.62,nan,nan,nan,nan,nan
32,1.5679601430892944,0.25,0.25,1.0,0.001,0.5423375964164734,0.020349979400634766,0.8638911247253418,393.12079105841553,0.0,0.2940470278263092,0.14138546586036682,0.64,nan,nan,nan,nan,nan
33,1.7241350412368774,0.0,0.0,1.0,0.001,2.5997300148010254,0.02229905128479004,0.8901219367980957,358.7596574324541,0.0,-0.31190699338912964,0.40612292289733887,0.66,nan,nan,nan,nan,nan
34,1.5974045991897583,0.375,0.375,1.0,0.001,1.0599113702774048,0.024461746215820312,0.9187130928039551,327.04124756335284,0.0,0.041438523679971695,0.35596904158592224,0.68,nan,nan,nan,nan,nan
35,1.6179478168487549,0.375,0.375,1.0,0.001,1.56094229221344,0.02167820930480957,0.9444248676300049,369.0341710200715,0.0,-0.07686769962310791,0.5171876549720764,0.7,nan,nan,nan,nan,nan
36,1.6471651792526245,0.0,0.0,1.0,0.001,1.8556963205337524,0.02028203010559082,0.969228982925415,394.4378328180653,0.0,-0.5852534174919128,0.6061174869537354,0.72,nan,nan,nan,nan,nan
37,1.6525237560272217,0.0,0.0,1.0,0.001,1.8187063932418823,0.019635915756225586,0.9931502342224121,407.4167000570672,0.0,-0.5509594082832336,0.527811586856842,0.74,nan,nan,nan,nan,nan
38,1.654463768005371,0.125,0.125,1.0,0.001,1.665786623954773,0.020340919494628906,1.018280029296875,393.2958882272962,0.0,-0.15952487289905548,0.9294650554656982,0.76,nan,nan,nan,nan,nan
39,1.6589382886886597,0.0,0.0,1.0,0.001,1.9126981496810913,0.01985621452331543,1.0425059795379639,402.89653350623774,0.0,-0.40585774183273315,0.2218548059463501,0.78,nan,nan,nan,nan,nan
40,1.5735737085342407,0.125,0.125,1.0,0.001,2.166360855102539,0.030501127243041992,1.0775299072265625,262.28538821708577,0.0,-0.10247962176799774,-0.2526208758354187,0.8,nan,nan,nan,nan,nan
41,1.5988351106643677,0.5,0.5,1.0,0.001,1.7948110103607178,0.02538323402404785,1.1077711582183838,315.16866575870006,0.0,0.14056377112865448,-0.5105440020561218,0.82,nan,nan,nan,nan,nan
42,1.548511266708374,0.375,0.375,1.0,0.001,0.900651752948761,0.01999831199645996,1.1323370933532715,400.03376292039724,0.0,-0.4812805652618408,-0.028520867228507996,0.84,nan,nan,nan,nan,nan
43,1.5610781908035278,0.375,0.375,1.0,0.001,0.979352593421936,0.019143104553222656,1.1560180187225342,417.90504657998304,0.0,-0.7626025676727295,-0.18059368431568146,0.86,nan,nan,nan,nan,nan
44,1.6065806150436401,0.25,0.25,1.0,0.001,0.5297288298606873,0.020775794982910156,1.1816160678863525,385.06348404865736,0.0,-0.24464315176010132,0.43462929129600525,0.88,nan,nan,nan,nan,nan
45,1.68301260471344,0.125,0.125,1.0,0.001,1.5537744760513306,0.02603602409362793,1.212378978729248,307.2665769255423,0.0,-0.5788695216178894,0.45230337977409363,0.9,nan,nan,nan,nan,nan
46,1.5247690677642822,0.375,0.375,1.0,0.001,0.690790593624115,0.022906064987182617,1.2413229942321777,349.25247983346344,0.0,-0.2929167151451111,nan,0.92,nan,nan,nan,nan,nan
47,1.7741392850875854,0.0,0.0,1.0,0.001,2.5354185104370117,0.0288240909576416,1.2753608226776123,277.5456132079373,0.0,0.7832390666007996,nan,0.94,nan,nan,nan,nan,nan
48,1.7396924495697021,0.0,0.0,1.0,0.001,2.6625139713287354,0.020875930786132812,1.301192045211792,383.2164458656921,0.0,-0.21204420924186707,0.4963315725326538,0.96,nan,nan,nan,nan,nan
49,1.6405495405197144,0.125,0.125,1.0,0.001,1.798586368560791,0.01923394203186035,1.3252220153808594,415.93137728856,0.0,-0.4800221621990204,0.30258458852767944,0.98,nan,nan,nan,nan,nan
50,1.590557336807251,0.25,0.25,1.0,0.001,0.6491726636886597,0.02122783660888672,1.3513450622558594,376.86365065816074,0.0,-0.0019372646929696202,0.12222671508789062,1.0,nan,nan,nan,nan,nan
